transaction_id,post_ts,customer_id,terminal_id,amt,entry_mode,Amt_Avg_Daily,Amount_StdDevn_Daily,TrxnCount_Avg_Daily,mcc,MerchantType
jZDA-9RyRQ-ushCYHXXvqQ,02/06/2023 15:04,C00005337,T001006,168.17,Swipe,87.00313179,43.50156589,2.906285105,5812,Sit Down Diner
dXCfTlaASiuOFMND_Hisog,02/06/2023 15:04,C00002264,T001069,118.32,Swipe,88.42699372,44.21349686,3.856454348,3502,Hotels
1saPMwoXQFeRUQ-9EvCnKg,02/06/2023 15:04,C00003018,T001066,6.57,Swipe,38.0314934,19.0157467,1.771584697,5812,Sit Down Diner
BR2pHxNeQO-sKxhJTpu9wg,02/06/2023 15:04,C00003678,T001061,134.24,Swipe,76.35383594,38.17691797,2.646245597,5311,Department Stores
ScEcMJQ6QQS6NRcJitHbxA,02/06/2023 15:05,C00001516,T001098,45.84,Swipe,30.6894348,15.3447174,3.480708917,5813,Bars and Taverns
SwQQPHLUQfWWh-4FGWnX6w,02/06/2023 15:05,C00003895,T001002,27.83,Swipe,58.53537499,29.2676875,3.849572646,5814,Fast Food Restaurants
A9U5lzHoRPuZliTXQ5HREg,02/06/2023 15:05,C00003673,T001086,82.25,Swipe,99.6671841,49.83359205,3.05472626,5814,Fast Food Restaurants
O-Qmy5XlT9a07OduUQR7Vg,02/06/2023 15:05,C00005895,T001011,6.55,Swipe,5.132465075,2.566232537,2.988229704,5814,Fast Food Restaurants
OwN_OtpoQOyKS8kgHrOF4A,02/06/2023 15:05,C00005829,T001089,83.66,Swipe,70.10371012,35.05185506,1.978730809,5732,Department Stores
zUSHb9a1ReSC2PE5ceQc3w,02/06/2023 15:05,C00005720,T001068,90.24,Swipe,60.35137466,30.17568733,3.369275514,5812,Sit Down Diner
OlYuhHHHSs6FmZ6tqBn_8g,02/06/2023 15:05,C00003229,T001027,90.71,Swipe,46.16247648,23.08123824,2.2874947,5812,Sit Down Diner
knfsOHxTRTi-C3CwHJGScg,02/06/2023 15:06,C00005909,T001000,54.76,Swipe,34.57402813,17.28701407,3.102440463,5812,Sit Down Diner
83KIuP26RUyfegN--Jdunw,02/06/2023 15:06,C00004572,T001034,33.56,Swipe,63.85291102,31.92645551,2.870719467,5814,Fast Food Restaurants
QWTovOUrTtOm8q_Uctourw,02/06/2023 15:06,C00002511,T001084,24.47,Swipe,33.97980325,16.98990163,3.643851504,5812,Sit Down Diner
fd6aH0sqQrq2RoAfIPuLtw,02/06/2023 15:06,C00004425,T001035,8.59,Swipe,26.75709465,13.37854733,3.005503777,5603,Department Stores
JFc1kzKoRMGvCljIMoZMJA,02/06/2023 15:06,C00003575,T001009,56.98,Swipe,94.92448594,47.46224297,0.458087151,5813,Bars and Taverns
WKgoP7A-Rjqv6N99Ey8SJw,02/06/2023 15:06,C00004272,T001029,26.39,Swipe,21.56699826,10.78349913,3.149355984,5992,Department Stores
Cc2SRoGoSgqUVFUzQMkfOA,02/06/2023 15:08,C00005072,T001098,78.75,Swipe,75.25219965,37.62609983,3.880853385,5813,Bars and Taverns
LH1n4f80SsGb9AcQbaEiWw,02/06/2023 15:08,C00002086,T001003,33.3,Swipe,13.31954867,6.659774334,1.837965857,4582,Transportation Services
MOjEq5d6Rvew97O70YstTw,02/06/2023 15:08,C00003780,T001057,158.22,Swipe,95.7179274,47.8589637,3.895312127,5732,Department Stores
tW7_e9C8SzqGf7ttWfnfWg,02/06/2023 15:08,C00004548,T001036,30.44,Swipe,22.32421521,11.1621076,2.047244664,5813,Bars and Taverns
pkH5DmOhTCiZ8QRN5Nbs3g,02/06/2023 15:08,C00005334,T001089,34.14,Swipe,42.01059854,21.00529927,1.773663917,5732,Department Stores
DhINg5FQR4SDBvyztbVSLQ,02/06/2023 15:08,C00002907,T001004,40.99,Swipe,84.12959165,42.06479582,3.329008865,3503,Hotels
WgLNjuX9TuedERZGIoLP4w,02/06/2023 15:09,C00003390,T001055,28.01,Swipe,56.52886806,28.26443403,3.331191711,7011,Hotels
nCTFqh0wTvKjBzOP__xiLA,02/06/2023 15:10,C00002227,T001011,155.24,Swipe,90.76580398,45.38290199,3.547282295,5814,Fast Food Restaurants
mr3czyygRlq8S6BQqoeT7g,02/06/2023 15:10,C00003320,T001004,59.04,Swipe,71.385876,35.692938,3.44815697,3503,Hotels
8WY9Uht6RX6vkyg8eOpKRw,02/06/2023 15:10,C00004598,T001010,31.94,Swipe,17.25477655,8.627388274,2.522759504,3501,Hotels
YShHz2OdTm6Qs8NklY1OLg,02/06/2023 15:10,C00003601,T001082,66.6,Swipe,81.16369751,40.58184876,3.274841336,5814,Fast Food Restaurants
F9qzRbDnSriRIcMH6m56ig,02/06/2023 15:11,C00003447,T001014,71.26,Swipe,51.36493629,25.68246815,1.089523236,4121,Transportation Services
464lo1vSRhaY36WZBGjq6Q,02/06/2023 15:11,C00005483,T001088,34.17,Swipe,20.41275728,10.20637864,1.819822466,780,Others
n81U-kv0SlWS5dEXD14GsA,02/06/2023 15:12,C00001638,T001006,105.48,Swipe,81.398974,40.699487,2.37359961,5812,Sit Down Diner
Y4WVfHIbRfyhsgETad40vA,02/06/2023 15:12,C00002301,T001088,18.64,Swipe,59.96069166,29.98034583,1.054003082,780,Others
_8SygD2KRDasumKjEHLI9A,02/06/2023 15:12,C00004051,T001057,127.55,Swipe,90.46082535,45.23041267,3.962446244,5732,Department Stores
Ts5opdtHQ96TDYp82cmL0Q,02/06/2023 15:12,C00004850,T001011,29.9,Swipe,39.83961018,19.91980509,3.27777164,5814,Fast Food Restaurants
Cka6FNLFRb2azqQxHhUDeg,02/06/2023 15:12,C00005657,T001089,25.46,Swipe,15.51240309,7.756201545,1.750372649,5732,Department Stores
PIZbYbIWT3eqqtHHE1YWrg,02/06/2023 15:13,C00001753,T001081,6.75,Swipe,10.54424704,5.272123521,1.526203951,5603,Department Stores
3oP7N-oDQ_aqb19zgVJRzw,02/06/2023 15:13,C00002871,T001016,23.15,Swipe,25.58369134,12.79184567,3.911919226,5661,Department Stores
evia9zEkTnaqxs-9Uf3NPg,02/06/2023 15:13,C00001140,T001048,29.55,Swipe,65.78742259,32.8937113,2.229681229,5814,Fast Food Restaurants
8u3BAkPqR-eNMBMPl1P4yA,02/06/2023 15:13,C00003931,T001090,25.4,Swipe,21.09736917,10.54868459,3.249933095,5812,Sit Down Diner
V2JSh7TNSESD1T99qUq-pg,02/06/2023 15:13,C00002244,T001052,7.56,Swipe,19.63098982,9.815494908,2.145173782,5814,Fast Food Restaurants
539IO2XrT2m6kYpB1D0ltg,02/06/2023 15:14,C00001012,T001094,104.64,Swipe,83.41517834,41.70758917,2.949607122,780,Others
MR3O7BsaT5CRqNpifInYDw,02/06/2023 15:15,C00001460,T001048,11.76,Swipe,6.698629481,3.349314741,3.427876781,5814,Fast Food Restaurants
MFAaQOogTD6oVQKyvcDiBg,02/06/2023 15:15,C00001445,T001062,13.92,Swipe,10.86993499,5.434967497,1.529184285,3501,Hotels
25fpObcLSlCjTDEayPpolA,02/06/2023 15:15,C00001684,T001048,42.29,Swipe,57.36710239,28.68355119,1.753287002,5814,Fast Food Restaurants
cWiYSqGCQaeLkfnM3lHZPA,02/06/2023 15:16,C00004062,T001031,18.44,Swipe,27.3937804,13.6968902,3.576402045,4121,Transportation Services
9h1GqwniTCq2APcrSF6-TA,02/06/2023 15:16,C00002024,T001033,62.89,Swipe,77.35456132,38.67728066,2.543151575,5813,Bars and Taverns
4_NPO4AoRKOxgqyAnWR0kA,02/06/2023 15:17,C00005008,T001099,20.92,Swipe,19.06517605,9.532588025,2.18043866,5812,Sit Down Diner
UFo8RslHScKs-cLTm9wY5A,02/06/2023 15:17,C00004923,T001033,67.57,Swipe,88.30526498,44.15263249,2.785384802,5813,Bars and Taverns
TI1p8nyQRvC3y9tPQn_5-w,02/06/2023 15:17,C00002813,T001053,22.96,Swipe,32.60250361,16.3012518,1.356648099,5814,Fast Food Restaurants
-VRT--ZNS9Ommfn2WbeDYQ,02/06/2023 15:18,C00003545,T001015,15.19,Swipe,24.16522852,12.08261426,2.47688556,5812,Sit Down Diner
A0t5XL0BQuOdY6d7Q3HFeA,02/06/2023 15:18,C00004862,T001036,37.26,Swipe,41.74120336,20.87060168,1.94546256,5813,Bars and Taverns
YaksNYubRgGRKuYEDRtMsg,02/06/2023 15:19,C00005127,T001063,32.4,Swipe,60.1411599,30.07057995,2.48261217,1731,Electrical Contractors
W3lUJ6IcQwup_T9EFNlBkw,02/06/2023 15:19,C00002402,T001009,41.77,Swipe,69.84899434,34.92449717,2.527295984,5813,Bars and Taverns
JB_lAbwqRa-9w236n2LVLA,02/06/2023 15:19,C00005787,T001023,39.17,Swipe,82.61935267,41.30967633,3.014705196,742,Others
163gvoRwRV2i2-_m90JJlA,02/06/2023 15:19,C00001187,T001016,19.16,Swipe,42.65226238,21.32613119,2.294634554,5661,Department Stores
U84oqu4tSqqs8S2Y9A3e7w,02/06/2023 15:20,C00004702,T001088,69.82,Swipe,36.03687953,18.01843977,1.94323167,780,Others
yT-erq7LQJ-IxTNOWHMSsg,02/06/2023 15:20,C00005593,T001091,47.9,Swipe,29.42829033,14.71414516,0.274928126,5814,Fast Food Restaurants
TEf9415ERCyUiG8DaBQG0g,02/06/2023 15:20,C00003555,T001035,47.34,Swipe,85.88544331,42.94272166,1.903267742,5603,Department Stores
pj9N6skhQQmeqBsuqtT_dA,02/06/2023 15:20,C00004797,T001000,73.02,Swipe,86.88673154,43.44336577,1.495183688,5812,Sit Down Diner
F8cjcJ7oTciyeDu7BM3EZw,02/06/2023 15:21,C00003061,T001043,117.01,Swipe,46.80567811,23.40283906,3.186305382,5813,Bars and Taverns
Bn_oXlLnSDq9r0xgYcCDsQ,02/06/2023 15:21,C00005328,T001040,54.46,Swipe,58.57680596,29.28840298,2.447754799,5812,Sit Down Diner
epT5A8S-R-mJ7cHx7qkhPg,02/06/2023 15:21,C00002442,T001002,38.03,Swipe,53.09561873,26.54780937,0.691697386,5814,Fast Food Restaurants
a-0MwExpSrSQOMJxVEPlCA,02/06/2023 15:22,C00002954,T001030,16.01,Swipe,12.17755595,6.088777975,2.608590783,5992,Department Stores
Dw5EtI-kRxG5kxNWRCqAcw,02/06/2023 15:23,C00005833,T001082,2.84,Swipe,49.9592054,24.9796027,3.799858053,5814,Fast Food Restaurants
SQrszDXdTH-WXgkRXXtKqg,02/06/2023 15:23,C00001379,T001030,78.78,Swipe,61.63742675,30.81871337,1.76063572,5992,Department Stores
z8OaJ88ySp-0XNTcxTQd8A,02/06/2023 15:23,C00001954,T001071,29.63,Swipe,26.10058713,13.05029357,0.828824588,5812,Sit Down Diner
XZ96x3VmQ7Oa3oLxjc2fRw,02/06/2023 15:23,C00004417,T001027,22.92,Swipe,15.99287765,7.996438824,2.607944745,5812,Sit Down Diner
TRxwMyA_T6u3WjauTSffcQ,02/06/2023 15:24,C00004759,T001000,12.67,Swipe,25.13079716,12.56539858,3.556158814,5812,Sit Down Diner
nbIkrXxDQHODQRHJ6ZD7Yg,02/06/2023 15:24,C00004066,T001073,56.28,Swipe,59.30468664,29.65234332,1.624044201,5814,Fast Food Restaurants
lHKDMYHQRVWz-CWnzhTjLQ,02/06/2023 15:24,C00001491,T001006,81.57,Swipe,49.79674293,24.89837147,3.318461644,5812,Sit Down Diner
yU9hwMlDT7aXglpp98uWog,02/06/2023 15:24,C00005347,T001091,78.04,Swipe,75.03821294,37.51910647,2.640252708,5814,Fast Food Restaurants
x6NIF90XRxmpQZmyp-Sp4A,02/06/2023 15:24,C00001361,T001009,59.61,Swipe,75.59410248,37.79705124,3.413600206,5813,Bars and Taverns
NfOdTsDuSaifTwaY7bcHYw,02/06/2023 15:25,C00004683,T001027,4.27,Swipe,8.65908201,4.329541005,1.974261385,5812,Sit Down Diner
ejTSxaLjTsqrSL_4DQftbA,02/06/2023 15:25,C00005082,T001039,18.49,Swipe,14.18138256,7.09069128,2.158678192,5600,Department Stores
hOfZxgZnSJCbnW4K2CunGA,02/06/2023 15:25,C00001584,T001074,90.91,Swipe,70.77209811,35.38604906,1.413349134,5814,Fast Food Restaurants
a0e-INLqSRCA1CBFwesGbQ,02/06/2023 15:25,C00001718,T001010,6.5,Swipe,5.714279336,2.857139668,3.455793686,3501,Hotels
3r38AutsT0y__sZ8M2M0_w,02/06/2023 15:25,C00002423,T001068,25.87,Swipe,72.13554412,36.06777206,2.366965417,5812,Sit Down Diner
N9I3whBTSpSRlzduUcWIRA,02/06/2023 15:26,C00003635,T001064,9.62,Swipe,21.78644874,10.89322437,1.509005765,5813,Bars and Taverns
CTgrwRIaQTGej55OLFAx8g,02/06/2023 15:26,C00002284,T001031,98.97,Swipe,78.57462933,39.28731466,2.488642271,4121,Transportation Services
uGJiO-e_TsuVaRIDLmHcFg,02/06/2023 15:27,C00001802,T001044,52.57,Swipe,70.27487952,35.13743976,2.945339213,5812,Sit Down Diner
Xn21Nno4TWOqq8gMZWqyuA,02/06/2023 15:27,C00001963,T001016,45.81,Swipe,76.22958585,38.11479292,3.099143115,5661,Department Stores
mcFIyVezTzSACv9WszuPug,02/06/2023 15:27,C00005723,T001002,116.9,Swipe,74.9673919,37.48369595,2.004144001,5814,Fast Food Restaurants
HaEdUsZTQla2wHb_1Anj8g,02/06/2023 15:27,C00005374,T001082,111.24,Swipe,63.94758137,31.97379069,1.734225723,5814,Fast Food Restaurants
FJKGQ2ufTQi84gBFDpyS5Q,02/06/2023 15:28,C00002645,T001088,25.54,Swipe,35.01144349,17.50572174,3.959462759,780,Others
X5GTl7RcQleDAGuN1J7z_Q,02/06/2023 15:28,C00004860,T001018,77.09,Swipe,82.89010797,41.44505399,1.288114534,5603,Department Stores
N0iC8WH8Qe6ksUxghz0ptg,02/06/2023 15:28,C00001111,T001098,94.88,Swipe,89.90142322,44.95071161,1.508103567,5813,Bars and Taverns
OP28XYTZSvufNv1_t7211Q,02/06/2023 15:29,C00002323,T001032,10.91,Swipe,7.041987678,3.520993839,1.184047822,5814,Fast Food Restaurants
oQV48om7RUCiUcDtR_L8WQ,02/06/2023 15:29,C00002317,T001019,92.59,Swipe,89.62258214,44.81129107,1.068617123,5812,Sit Down Diner
PUZDVIsQS52v2xS6Qh_DMQ,02/06/2023 15:29,C00002708,T001097,8.77,Swipe,5.290785926,2.645392963,2.715905551,5813,Bars and Taverns
BUbsnBabRBaajLAsBDdp9g,02/06/2023 15:29,C00004263,T001080,9.6,Swipe,7.849880935,3.924940467,2.365193533,5611,Department Stores
RQWpV8jTSs65f17O3cFWrw,02/06/2023 15:29,C00004069,T001088,40.39,Swipe,43.53383385,21.76691693,1.951268665,780,Others
Vw7cBH7FROCwF_g0XC9-qA,02/06/2023 15:29,C00005604,T001090,114.18,Swipe,71.32468621,35.6623431,3.818971617,5812,Sit Down Diner
6f37VyfhSfySypDQMmidPQ,02/06/2023 15:29,C00001590,T001001,3.17,Swipe,39.08917792,19.54458896,2.290380867,3504,Hotels
IRaHu6whSiKHH6cqoFoCPA,02/06/2023 15:30,C00001283,T001025,10.58,Swipe,11.09059609,5.545298047,3.937902195,5814,Fast Food Restaurants
pdDfq7zeR7CtdPqGl-i1Ig,02/06/2023 15:30,C00004430,T001015,4.59,Swipe,9.134915497,4.567457749,2.409739048,5812,Sit Down Diner
IoCmNA5BRlKoQRlmEHwwOA,02/06/2023 15:30,C00003647,T001008,24.73,Swipe,35.47992605,17.73996302,2.36123897,5732,Department Stores
_N5MbfiSR9euqQICgjR1Mw,02/06/2023 15:30,C00005460,T001090,49.36,Swipe,86.29275925,43.14637963,2.646277181,5812,Sit Down Diner
HYd3RHB0SLWkJrna7f9ISg,02/06/2023 15:30,C00001756,T001074,24.81,Swipe,22.6917289,11.34586445,3.903112302,5814,Fast Food Restaurants
L5RyN08WSHSzzT4tblkgwQ,02/06/2023 15:31,C00004751,T001031,6.52,Swipe,9.523146407,4.761573204,3.743148461,4121,Transportation Services
RuQJOJeMQaSxvo3s2DgTjw,02/06/2023 15:31,C00005857,T001034,38.45,Swipe,26.26231595,13.13115798,0.946763088,5814,Fast Food Restaurants
uLbh5nbnTvaglTjrcnPPPA,02/06/2023 15:31,C00005834,T001051,44.91,Swipe,42.70472979,21.3523649,1.030648831,5812,Sit Down Diner
Gn4MS2LsT5a1Eo7Y3R-lLA,02/06/2023 15:31,C00004726,T001095,96.38,Swipe,74.16830535,37.08415267,2.812401548,5814,Fast Food Restaurants
GeJH2kQlTPignI5JE3IhUA,02/06/2023 15:32,C00002367,T001066,25.15,Swipe,24.06496387,12.03248194,2.479495241,5812,Sit Down Diner
PiLvHD-NSi2qRd_TGYFHUw,02/06/2023 15:32,C00001056,T001006,10.34,Swipe,54.64047697,27.32023849,1.721351892,5812,Sit Down Diner
PZu9ooU5RhCCFoFGqwI81Q,02/06/2023 15:32,C00004398,T001099,19.77,Swipe,92.66642935,46.33321467,3.398364109,5812,Sit Down Diner
bH4Byi5TQwmYpG0ePfT1Bw,02/06/2023 15:32,C00004107,T001097,6.97,Swipe,32.92027444,16.46013722,3.812124275,5813,Bars and Taverns
sy3dwwSrTjCMUUJWj6Gs3g,02/06/2023 15:33,C00002558,T001000,55.05,Swipe,97.09093753,48.54546877,1.858945176,5812,Sit Down Diner
VlcoCi1yTFSJOImzoNttLg,02/06/2023 15:33,C00005015,T001054,12.61,Swipe,20.85364566,10.42682283,2.300002193,5661,Department Stores
dv2dcmPPSSydBAvN60rByw,02/06/2023 15:34,C00002704,T001098,26.01,Swipe,34.71510356,17.35755178,1.495979753,5813,Bars and Taverns
kgdADE0xSjSeMo_1JhEB2w,02/06/2023 15:34,C00005980,T001062,76.2,Swipe,65.68691137,32.84345569,2.052930945,3501,Hotels
Aa2b1oibSjyNvc3ll914dQ,02/06/2023 15:34,C00002565,T001056,76.8,Swipe,56.786728,28.393364,1.929747158,5600,Department Stores
Utij7PQ1ThCWv-Oygm1f_g,02/06/2023 15:35,C00001377,T001021,43.82,Swipe,36.13592659,18.06796329,2.469901887,5651,Department Stores
7vYQyRnlR7-Ni3cXIBLYJQ,02/06/2023 15:35,C00001524,T001050,128.65,Swipe,64.68227335,32.34113668,1.643887249,5601,Department Stores
mlCERnx5S0yBTAfSNtTc4Q,02/06/2023 15:36,C00002835,T001076,105.2,Swipe,78.84719223,39.42359611,2.551278529,5814,Fast Food Restaurants
V5OneX1oTZCgKKJWmRgVUw,02/06/2023 15:36,C00003561,T001011,31.65,Swipe,60.95479795,30.47739897,2.618870228,5814,Fast Food Restaurants
E9ttlNyNTAOf_D5ZfpGi9Q,02/06/2023 15:36,C00001814,T001037,32.42,Swipe,44.0016531,22.00082655,1.858300191,780,Others
h1_HNWsuSuaTU_I6o4VPwQ,02/06/2023 15:36,C00004650,T001030,93.72,Swipe,70.73131834,35.36565917,3.134800327,5992,Department Stores
ybfjYQXgQvOuYVYGl190pg,02/06/2023 15:37,C00002055,T001062,70.54,Swipe,95.4662813,47.73314065,2.816161182,3501,Hotels
eCigO4IPSY2tHB0MC3fS7A,02/06/2023 15:37,C00002467,T001069,52.5,Swipe,30.45460964,15.22730482,3.681694361,3502,Hotels
hi4GcqUWTK6QZkxh0TcA-w,02/06/2023 15:37,C00002270,T001065,50.29,Swipe,41.51276999,20.756385,2.642805889,5311,Department Stores
-fxvvCIqTJypyEAzCr4Yvw,02/06/2023 15:37,C00004715,T001060,26.76,Swipe,17.19211302,8.596056512,1.56110175,4582,Transportation Services
1elWf6NASQaS70SHgNJtAQ,02/06/2023 15:37,C00005361,T001040,42.12,Swipe,60.57869857,30.28934928,2.985347495,5812,Sit Down Diner
HJH1RTf5SW-CFT-Kg5nHug,02/06/2023 15:37,C00003381,T001044,34.01,Swipe,84.74662782,42.37331391,2.186905499,5812,Sit Down Diner
O2HpQowiSNKtu8g7TwtiKw,02/06/2023 15:38,C00005466,T001048,52.39,Swipe,60.176276,30.088138,2.997897827,5814,Fast Food Restaurants
AYlMM4pNQUSSSLQ73a3lrA,02/06/2023 15:38,C00005370,T001089,36.57,Swipe,33.07912065,16.53956033,3.593039533,5732,Department Stores
SKyPEu1YT8e9WKPH8jsn7A,02/06/2023 15:38,C00002670,T001045,59.22,Swipe,69.64193031,34.82096515,1.662148091,5661,Department Stores
73qhdCCqSG-wzCj_T90mVA,02/06/2023 15:39,C00002920,T001018,59.63,Swipe,66.7000927,33.35004635,3.9966369,5603,Department Stores
F4hU-gvUTu28iUUfVRWmlg,02/06/2023 15:39,C00002534,T001078,72.42,Swipe,71.59009124,35.79504562,3.877407721,742,Others
h6iFsn42TAeaMdVc5O4QgQ,02/06/2023 15:39,C00004160,T001003,13.16,Swipe,25.3229206,12.6614603,2.003319632,4582,Transportation Services
k9zjS_ivTJKHd3kfQPKe8w,02/06/2023 15:39,C00002579,T001011,62.03,Swipe,75.60883505,37.80441752,2.883471551,5814,Fast Food Restaurants
NNTJ7sHfRO-5qhiWy82B-A,02/06/2023 15:39,C00002156,T001002,26.92,Swipe,28.75349511,14.37674756,3.408373499,5814,Fast Food Restaurants
HPXQl2gHQByZh0ltZE0E4Q,02/06/2023 15:39,C00003178,T001092,6.8,Swipe,16.89929846,8.44964923,0.641512044,5814,Fast Food Restaurants
EvxkFvdhQ--x7TLNJ3EYEA,02/06/2023 15:40,C00003072,T001096,15.38,Swipe,22.08597755,11.04298878,3.370643632,5611,Department Stores
KtK7dFOGRm2sEDFP7tyN2g,02/06/2023 15:40,C00003250,T001052,85.52,Swipe,96.04683868,48.02341934,3.898788413,5814,Fast Food Restaurants
Vq9uV-axTDa_KOQbPQN1Pg,02/06/2023 15:40,C00004093,T001092,70.51,Swipe,50.69721517,25.34860759,3.860101176,5814,Fast Food Restaurants
lZfhS6geTmSCwNoyrAiKAw,02/06/2023 15:41,C00002088,T001028,36.47,Swipe,20.91087053,10.45543527,2.812538269,5812,Sit Down Diner
C3pzeVYIQUKE0y_4vH6U7w,02/06/2023 15:41,C00004434,T001059,15.76,Swipe,25.8292716,12.9146358,3.368556058,5812,Sit Down Diner
zp_krVIBQKW1LvQQyScYGg,02/06/2023 15:41,C00005789,T001099,11.13,Swipe,7.059942699,3.52997135,2.734788173,5812,Sit Down Diner
59QGWzIDQxKDevtHlTvqDA,02/06/2023 15:41,C00002316,T001091,33.9,Swipe,22.45835006,11.22917503,3.190528401,5814,Fast Food Restaurants
xtZs087RQdCMzsbb_sUDgg,02/06/2023 15:41,C00002573,T001006,54.92,Swipe,76.43375142,38.21687571,3.090935083,5812,Sit Down Diner
Oo1rLJb1R1yUPXO0LlF8WA,02/06/2023 15:41,C00003246,T001097,27.71,Swipe,76.7009185,38.35045925,1.364056613,5813,Bars and Taverns
rWnQPTSGTVCx2nIX3x2ULg,02/06/2023 15:42,C00004539,T001075,0.87,Swipe,35.75372159,17.87686079,2.838127489,5813,Bars and Taverns
gPep0-LNSvGqWkDaXDLvrw,02/06/2023 15:42,C00002493,T001027,81.57,Swipe,58.14773572,29.07386786,3.714183489,5812,Sit Down Diner
54ZnkaI2Q0WvClfki9HWtg,02/06/2023 15:42,C00002084,T001056,56.3,Swipe,71.37998074,35.68999037,1.166994241,5600,Department Stores
cQnfeahlRZStKpked_BQ5A,02/06/2023 15:43,C00001099,T001096,54.86,Swipe,51.61118424,25.80559212,3.283805475,5611,Department Stores
ww3nwK1eRcKg_61WMMDC8A,02/06/2023 15:43,C00005878,T001056,33.17,Swipe,52.2004854,26.1002427,3.619925323,5600,Department Stores
I-jQuI1JT8CbhGb_Wo2N9g,02/06/2023 15:43,C00005506,T001090,49.36,Swipe,33.05787657,16.52893829,3.522249818,5812,Sit Down Diner
oznLZZkgT_OFhb9XBzhZqw,02/06/2023 15:44,C00002156,T001098,27.43,Swipe,28.75349511,14.37674756,3.408373499,5813,Bars and Taverns
uCM4APXcQk2x54dF_RZPyA,02/06/2023 15:44,C00005486,T001070,74.2,Swipe,66.51467755,33.25733877,3.053577514,5813,Bars and Taverns
y-YNF2NpS8K-oWFTpcQSeA,02/06/2023 15:44,C00003279,T001059,108.9,Swipe,71.42872489,35.71436245,2.798905473,5812,Sit Down Diner
u2onHdhaTjmEe4Y-wh6WkQ,02/06/2023 15:44,C00002349,T001073,39.58,Swipe,72.4995042,36.2497521,3.733579438,5814,Fast Food Restaurants
RnkrZVztQzCLnXRFqsI2KA,02/06/2023 15:44,C00004282,T001045,113.79,Swipe,92.633973,46.3169865,1.742267968,5661,Department Stores
7oPGPuJBT3a4vhfF4poa8w,02/06/2023 15:45,C00004421,T001090,54.94,Swipe,44.30848496,22.15424248,3.913178628,5812,Sit Down Diner
34I73_xuS5GDEadkprKpZg,02/06/2023 15:45,C00005932,T001018,31.31,Swipe,24.01132912,12.00566456,1.556663784,5603,Department Stores
iqJ953ViTvGVGOaA-5f4aA,02/06/2023 15:45,C00003822,T001015,9.44,Swipe,9.417460476,4.708730238,0.44916012,5812,Sit Down Diner
6hrwlTEwR5GlLPfG3TlGGA,02/06/2023 15:45,C00001606,T001010,36.32,Swipe,31.77709155,15.88854577,3.980567085,3501,Hotels
GJieFGGkTrKJvfVuU-HVug,02/06/2023 15:46,C00002195,T001040,81.6,Swipe,83.9876072,41.9938036,2.100668123,5812,Sit Down Diner
ecpvyUI1TPGRI1plRUogzQ,02/06/2023 15:46,C00001017,T001031,85.98,Swipe,84.97295479,42.48647739,3.589227308,4121,Transportation Services
SeEJ_uacQuuZhDJDrSqS2g,02/06/2023 15:46,C00002060,T001095,26.33,Swipe,33.40168852,16.70084426,3.90739221,5814,Fast Food Restaurants
dqFks0N9SSqdOheM3RVnOQ,02/06/2023 15:46,C00003860,T001022,72.05,Swipe,74.99109151,37.49554575,0.363646995,5812,Sit Down Diner
GjE9odARSWOLXTnLzEcqug,02/06/2023 15:47,C00003701,T001084,24.75,Swipe,24.07294328,12.03647164,2.235562171,5812,Sit Down Diner
-ePD0TetRP-J46S7De8I3Q,02/06/2023 15:47,C00001252,T001013,68.82,Swipe,98.45999329,49.22999664,2.847564635,5601,Department Stores
PosF_0xJRPG0p-Bb6djWTw,02/06/2023 15:47,C00001015,T001022,21.79,Swipe,24.75979521,12.3798976,1.569788141,5812,Sit Down Diner
VunyizqoQ8CyfK4J6yFqcA,02/06/2023 15:47,C00005038,T001087,50.47,Swipe,80.0389144,40.0194572,2.680235716,5813,Bars and Taverns
ktq2QN9ZRAmfCzicZM3g2w,02/06/2023 15:48,C00004136,T001099,18.78,Swipe,11.28878925,5.644394626,2.152157709,5812,Sit Down Diner
Nf9b7RCkQ9idmSJeuER6Xg,02/06/2023 15:48,C00005812,T001000,24.14,Swipe,16.57341492,8.28670746,2.901548868,5812,Sit Down Diner
EIUY4RGeTHi5u2-pXoQpAQ,02/06/2023 15:48,C00005120,T001093,11.53,Swipe,10.87588566,5.43794283,3.662856384,5992,Department Stores
_ImKmvbhTSOYtx7gjekNcQ,02/06/2023 15:48,C00005600,T001031,0.07,Swipe,6.077009029,3.038504515,2.023368883,4121,Transportation Services
4beaO1_sTRKqO9Npc4yLzw,02/06/2023 15:48,C00004627,T001027,84.72,Swipe,79.8559427,39.92797135,3.997428377,5812,Sit Down Diner
vThfTc42SKyk8EJKs-b1Bg,02/06/2023 15:49,C00005602,T001061,34.68,Swipe,40.1081788,20.0540894,3.070723762,5311,Department Stores
ij4c1z6TQoWDEDatuhvXeA,02/06/2023 15:49,C00002719,T001030,58.93,Swipe,55.95113092,27.97556546,3.652064201,5992,Department Stores
dhM6qX0uRi2rd62-Aw1-6w,02/06/2023 15:49,C00004318,T001023,53.7,Swipe,82.30542356,41.15271178,1.226894334,742,Others
wUMM-xsXR--yDpV9YtjD4w,02/06/2023 15:49,C00001118,T001073,15.11,Swipe,12.44899539,6.224497694,2.718035375,5814,Fast Food Restaurants
